Seddelnummer;Landingsdato;Fartøy ID;Art FAO (kode);Art FAO (navn);Fangstområde (kode);Fangstområde (navn);Redskap (kode);Rundvekt (kg)
7-7000011725299-1;24.06.2024;2020114914;COD;Torsk;03;Øst-Finnmark;33;397.0
7-7000011725321-1;24.06.2024;1989000148;COD;Torsk;03;Øst-Finnmark;22;39.0
7-7000011725322-7;24.06.2024;1996008380;COD;Torsk;03;Øst-Finnmark;32;808.3
7-7000011725440-2;24.06.2024;;COD;Torsk;03;Øst-Finnmark;33;63.0
7-7000011725274-10;24.06.2024;2003019845;COD;Torsk;04;Vest-Finnmark;61;2359.0
7-7000011725274-11;24.06.2024;2003019845;COD;Torsk;04;Vest-Finnmark;61;1011.0
7-7000011725276-3;24.06.2024;1984002515;COD;Torsk;04;Vest-Finnmark;33;10.0
7-7000011725276-4;24.06.2024;1984002515;COD;Torsk;04;Vest-Finnmark;33;3.0
7-7000011725277-5;24.06.2024;1985010735;COD;Torsk;04;Vest-Finnmark;33;7.5
7-7000011725277-6;24.06.2024;1985010735;COD;Torsk;04;Vest-Finnmark;33;67.5
7-7000011725288-1;24.06.2024;;COD;Torsk;04;Vest-Finnmark;33;37.5
7-7000011725289-1;24.06.2024;2006036986;COD;Torsk;04;Vest-Finnmark;61;1749.0
7-7000011725298-8;24.06.2024;2012057228;COD;Torsk;04;Vest-Finnmark;33;14.0
7-7000011725278-3;24.06.2024;2024124967;COD;Torsk;05;Røstbanken til Malangsgrunnen;33;27.0
7-7000011725278-4;24.06.2024;2024124967;COD;Torsk;05;Røstbanken til Malangsgrunnen;33;27.0
7-7000011725290-1;24.06.2024;;COD;Torsk;05;Røstbanken til Malangsgrunnen;33;6.0
7-7000011725307-1;24.06.2024;1995010273;COD;Torsk;05;Røstbanken til Malangsgrunnen;22;28.0
7-7000011725307-2;24.06.2024;1995010273;COD;Torsk;05;Røstbanken til Malangsgrunnen;22;13.0
7-7000011725310-4;24.06.2024;2015069313;COD;Torsk;05;Røstbanken til Malangsgrunnen;32;42.0
7-7000011725315-5;24.06.2024;2023124676;COD;Torsk;05;Røstbanken til Malangsgrunnen;32;4.5
7-7000011725319-5;24.06.2024;2008041311;COD;Torsk;05;Røstbanken til Malangsgrunnen;32;8.85
7-7000011725327-1;24.06.2024;2020113720;COD;Torsk;05;Røstbanken til Malangsgrunnen;33;304.5
7-7000011725316-3;24.06.2024;2001015161;COD;Torsk;06;Helgelandsbanken;32;445.5
7-7000011725328-2;24.06.2024;;COD;Torsk;06;Helgelandsbanken;32;13.5
7-7000011725330-3;24.06.2024;2015071195;COD;Torsk;06;Helgelandsbanken;22;30.0
7-7000011725439-5;24.06.2024;1993006293;COD;Torsk;06;Helgelandsbanken;20;2.25
7-7000011725524-1;24.06.2024;2003020485;COD;Torsk;06;Helgelandsbanken;22;27.0
7-7000011725639-3;25.06.2024;2001014363;COD;Torsk;06;Helgelandsbanken;22;9.0
7-7000011725870-3;25.06.2024;1994004211;COD;Torsk;06;Helgelandsbanken;22;3.0
7-7000011725997-3;26.06.2024;2021115695;COD;Torsk;06;Helgelandsbanken;31;4.5
7-7000011726030-4;26.06.2024;1998004587;COD;Torsk;06;Helgelandsbanken;22;25.5
4-1129674-1;24.06.2024;1984004710;COD;Torsk;07;Storegga-Frøyabanken;22;423.0
4-1129674-2;24.06.2024;1984004710;COD;Torsk;07;Storegga-Frøyabanken;22;87.0
6-267843-4;24.06.2024;1989003953;COD;Torsk;07;Storegga-Frøyabanken;20;78.0
6-267844-3;24.06.2024;2014066552;COD;Torsk;07;Storegga-Frøyabanken;61;516.8
6-267845-2;24.06.2024;2015070774;COD;Torsk;07;Storegga-Frøyabanken;33;8.26
6-267846-2;24.06.2024;1994003167;COD;Torsk;07;Storegga-Frøyabanken;20;39.0
6-267851-5;24.06.2024;1971003988;COD;Torsk;07;Storegga-Frøyabanken;20;12.98
6-267853-2;24.06.2024;1977006958;COD;Torsk;07;Storegga-Frøyabanken;20;31.5
4-7003220-3;24.06.2024;1984004710;COD;Torsk;07;Storegga-Frøyabanken;22;0.0
2-1009389-1;24.06.2024;2023124495;COD;Torsk;08;Eigersundbanken;51;15.34
2-1009389-10;24.06.2024;2023124495;COD;Torsk;08;Eigersundbanken;51;295.0
2-1009389-11;24.06.2024;2023124495;COD;Torsk;08;Eigersundbanken;51;689.12
2-1009389-12;24.06.2024;2023124495;COD;Torsk;08;Eigersundbanken;51;236.0
2-1009389-2;24.06.2024;2023124495;COD;Torsk;08;Eigersundbanken;51;53.1
2-1009389-3;24.06.2024;2023124495;COD;Torsk;08;Eigersundbanken;51;146.32
2-1009389-4;24.06.2024;2023124495;COD;Torsk;08;Eigersundbanken;51;171.1
2-1009389-5;24.06.2024;2023124495;COD;Torsk;08;Eigersundbanken;51;147.5
2-4042511-1;24.06.2024;;COD;Torsk;08;Eigersundbanken;22;21.24
7-7000011725283-3;24.06.2024;2022123398;HAD;Hyse;03;Øst-Finnmark;32;3.0
7-7000011725296-4;24.06.2024;2017077353;HAD;Hyse;03;Øst-Finnmark;32;26.0
7-7000011725296-5;24.06.2024;2017077353;HAD;Hyse;03;Øst-Finnmark;32;306.0
7-7000011725296-6;24.06.2024;2017077353;HAD;Hyse;03;Øst-Finnmark;32;543.0
7-7000011725321-2;24.06.2024;1989000148;HAD;Hyse;03;Øst-Finnmark;22;416.0
7-7000011725322-4;24.06.2024;1996008380;HAD;Hyse;03;Øst-Finnmark;32;805.0
7-7000011725353-2;24.06.2024;1996009415;HAD;Hyse;03;Øst-Finnmark;32;3.42
7-7000011725354-1;24.06.2024;1998007304;HAD;Hyse;03;Øst-Finnmark;33;3.42
7-7000011726080-3;26.06.2024;;HAD;Hyse;03;Øst-Finnmark;33;34.0
7-7000011725274-4;24.06.2024;2003019845;HAD;Hyse;04;Vest-Finnmark;61;250.0
7-7000011725277-1;24.06.2024;1985010735;HAD;Hyse;04;Vest-Finnmark;33;3.42
7-7000011725289-4;24.06.2024;2006036986;HAD;Hyse;04;Vest-Finnmark;61;91.2
7-7000011725314-3;24.06.2024;2017097613;HAD;Hyse;04;Vest-Finnmark;32;1.14
7-7000011725357-2;24.06.2024;1975010063;HAD;Hyse;04;Vest-Finnmark;22;114.8
7-7000011725408-2;24.06.2024;1993011113;HAD;Hyse;04;Vest-Finnmark;22;7.98
7-7000011725417-4;24.06.2024;2020113334;HAD;Hyse;04;Vest-Finnmark;32;5.7
7-7000011725434-1;24.06.2024;2004029785;HAD;Hyse;04;Vest-Finnmark;22;6.27
7-7100010035958-7;26.06.2024;1995005068;HAD;Hyse;04;Vest-Finnmark;51;0.0
7-7000011725281-1;24.06.2024;1987010984;HAD;Hyse;05;Røstbanken til Malangsgrunnen;33;1.4
7-7000011725295-4;24.06.2024;1988004410;HAD;Hyse;05;Røstbanken til Malangsgrunnen;22;2.28
7-7000011725307-5;24.06.2024;1995010273;HAD;Hyse;05;Røstbanken til Malangsgrunnen;22;21.0
7-7000011725329-2;24.06.2024;1998011358;HAD;Hyse;05;Røstbanken til Malangsgrunnen;33;1.14
7-7000011725366-3;24.06.2024;1989005576;HAD;Hyse;05;Røstbanken til Malangsgrunnen;32;2.8
7-7000011725402-3;24.06.2024;1987012189;HAD;Hyse;05;Røstbanken til Malangsgrunnen;22;68.86
7-7000011725490-4;24.06.2024;1975000921;HAD;Hyse;05;Røstbanken til Malangsgrunnen;32;649.8
7-7000011725509-1;24.06.2024;2016071813;HAD;Hyse;05;Røstbanken til Malangsgrunnen;22;10.0
7-7000011725777-1;25.06.2024;;HAD;Hyse;05;Røstbanken til Malangsgrunnen;33;70.68
7-7000011725524-3;24.06.2024;2003020485;HAD;Hyse;06;Helgelandsbanken;22;1.4
7-7000011725525-2;24.06.2024;;HAD;Hyse;06;Helgelandsbanken;32;11.4
7-7000011725540-2;24.06.2024;1983001550;HAD;Hyse;06;Helgelandsbanken;22;22.4
7-700005636682-2;24.06.2024;1991009695;HAD;Hyse;06;Helgelandsbanken;22;38.76
7-7000011726142-6;26.06.2024;2001015161;HAD;Hyse;06;Helgelandsbanken;32;9.8
7-7000011726162-6;26.06.2024;1983001550;HAD;Hyse;06;Helgelandsbanken;22;12.88
7-700005636684-2;26.06.2024;1991009695;HAD;Hyse;06;Helgelandsbanken;22;38.76
4-1129904-1;27.06.2024;2015071742;HAD;Hyse;06;Helgelandsbanken;22;256.2
7-7000011726204-1;27.06.2024;1997012516;HAD;Hyse;06;Helgelandsbanken;22;6.84
6-267839-3;24.06.2024;2023124534;HAD;Hyse;07;Storegga-Frøyabanken;20;28.5
6-267842-3;24.06.2024;2008044168;HAD;Hyse;07;Storegga-Frøyabanken;20;3.42
6-267843-3;24.06.2024;1989003953;HAD;Hyse;07;Storegga-Frøyabanken;20;6.84
6-267844-2;24.06.2024;2014066552;HAD;Hyse;07;Storegga-Frøyabanken;61;384.18
6-267851-2;24.06.2024;1971003988;HAD;Hyse;07;Storegga-Frøyabanken;20;121.98
6-267855-6;24.06.2024;2008045528;HAD;Hyse;07;Storegga-Frøyabanken;20;7.98
6-267863-2;24.06.2024;1986007291;HAD;Hyse;07;Storegga-Frøyabanken;20;4.56
6-267879-2;24.06.2024;2018102554;HAD;Hyse;07;Storegga-Frøyabanken;61;20.52
7-7100010035918-5;24.06.2024;1982004544;HAD;Hyse;07;Storegga-Frøyabanken;20;0.0
2-1009389-13;24.06.2024;2023124495;HAD;Hyse;08;Eigersundbanken;51;5.7
2-1009389-14;24.06.2024;2023124495;HAD;Hyse;08;Eigersundbanken;51;18.24
2-1009389-15;24.06.2024;2023124495;HAD;Hyse;08;Eigersundbanken;51;107.16
8-1601695-2;24.06.2024;2022122497;HAD;Hyse;08;Eigersundbanken;53;3246.0
2-4042578-4;24.06.2024;1999008413;HAD;Hyse;08;Eigersundbanken;61;134.52
2-4042578-5;24.06.2024;1999008413;HAD;Hyse;08;Eigersundbanken;61;100.32
2-4042581-6;24.06.2024;1991008785;HAD;Hyse;08;Eigersundbanken;61;8.55
2-4042581-7;24.06.2024;1991008785;HAD;Hyse;08;Eigersundbanken;61;10.83
6-12211-2;28.06.2024;2022120877;HAD;Hyse;08;Eigersundbanken;51;0.0
7-7000011725296-12;24.06.2024;2017077353;POK;Sei;03;Øst-Finnmark;32;17.0
7-7000011725299-2;24.06.2024;2020114914;POK;Sei;03;Øst-Finnmark;33;180.0
7-7000011725321-3;24.06.2024;1989000148;POK;Sei;03;Øst-Finnmark;22;3038.0
7-7000011725322-6;24.06.2024;1996008380;POK;Sei;03;Øst-Finnmark;32;26.4
7-7000011725354-2;24.06.2024;1998007304;POK;Sei;03;Øst-Finnmark;33;211.44
7-7000011725360-9;24.06.2024;2005033025;POK;Sei;03;Øst-Finnmark;32;30.0
7-7000011725368-2;24.06.2024;2005030845;POK;Sei;03;Øst-Finnmark;33;50.0
7-7000011725380-11;24.06.2024;1997004215;POK;Sei;03;Øst-Finnmark;61;1083.6
7-7000011725440-1;24.06.2024;;POK;Sei;03;Øst-Finnmark;33;48.6
7-7000011725274-8;24.06.2024;2003019845;POK;Sei;04;Vest-Finnmark;61;2549.8
7-7000011725274-9;24.06.2024;2003019845;POK;Sei;04;Vest-Finnmark;61;1092.8
7-7000011725276-1;24.06.2024;1984002515;POK;Sei;04;Vest-Finnmark;33;1127.0
7-7000011725276-2;24.06.2024;1984002515;POK;Sei;04;Vest-Finnmark;33;281.0
7-7000011725277-3;24.06.2024;1985010735;POK;Sei;04;Vest-Finnmark;33;18.9
7-7000011725277-4;24.06.2024;1985010735;POK;Sei;04;Vest-Finnmark;33;5.4
7-7000011725288-2;24.06.2024;;POK;Sei;04;Vest-Finnmark;33;394.2
7-7000011725289-2;24.06.2024;2006036986;POK;Sei;04;Vest-Finnmark;61;12379.2
7-7000011725289-3;24.06.2024;2006036986;POK;Sei;04;Vest-Finnmark;61;3493.2
8-1601698-2;24.06.2024;2019108953;POK;Sei;05;Røstbanken til Malangsgrunnen;11;64.0
7-7000011725278-1;24.06.2024;2024124967;POK;Sei;05;Røstbanken til Malangsgrunnen;33;202.5
7-7000011725278-2;24.06.2024;2024124967;POK;Sei;05;Røstbanken til Malangsgrunnen;33;307.8
7-7000011725281-2;24.06.2024;1987010984;POK;Sei;05;Røstbanken til Malangsgrunnen;33;256.64
7-7000011725290-2;24.06.2024;;POK;Sei;05;Røstbanken til Malangsgrunnen;33;116.1
7-7000011725307-3;24.06.2024;1995010273;POK;Sei;05;Røstbanken til Malangsgrunnen;22;49.2
7-7000011725307-4;24.06.2024;1995010273;POK;Sei;05;Røstbanken til Malangsgrunnen;22;48.0
7-7000011725327-3;24.06.2024;2020113720;POK;Sei;05;Røstbanken til Malangsgrunnen;33;4.05
7-7000011725329-1;24.06.2024;1998011358;POK;Sei;05;Røstbanken til Malangsgrunnen;33;337.5
4-3021294-1;24.06.2024;2001014402;POK;Sei;06;Helgelandsbanken;11;54445.86
7-7000011725301-1;24.06.2024;1998006587;POK;Sei;06;Helgelandsbanken;33;1439.1
7-7000011725316-5;24.06.2024;2001015161;POK;Sei;06;Helgelandsbanken;32;135.0
7-7000011725330-1;24.06.2024;2015071195;POK;Sei;06;Helgelandsbanken;22;31.05
7-7000011725395-1;24.06.2024;;POK;Sei;06;Helgelandsbanken;32;4.05
7-7000011725442-3;24.06.2024;1985003281;POK;Sei;06;Helgelandsbanken;22;2.4
7-7000011725524-2;24.06.2024;2003020485;POK;Sei;06;Helgelandsbanken;22;153.9
7-7000011725540-6;24.06.2024;1983001550;POK;Sei;06;Helgelandsbanken;22;71.55
7-700005636682-1;24.06.2024;1991009695;POK;Sei;06;Helgelandsbanken;22;117.45
4-1129663-1;24.06.2024;1984004710;POK;Sei;07;Storegga-Frøyabanken;22;1822.5
4-1129663-2;24.06.2024;1984004710;POK;Sei;07;Storegga-Frøyabanken;22;310.5
4-1129663-3;24.06.2024;1984004710;POK;Sei;07;Storegga-Frøyabanken;22;1996.65
6-267839-4;24.06.2024;2023124534;POK;Sei;07;Storegga-Frøyabanken;20;64.8
6-267841-2;24.06.2024;1995008368;POK;Sei;07;Storegga-Frøyabanken;20;102.6
6-267843-7;24.06.2024;1989003953;POK;Sei;07;Storegga-Frøyabanken;20;5.4
6-267844-5;24.06.2024;2014066552;POK;Sei;07;Storegga-Frøyabanken;61;6663.43
6-267845-1;24.06.2024;2015070774;POK;Sei;07;Storegga-Frøyabanken;33;1105.65
6-267859-1;24.06.2024;;POK;Sei;07;Storegga-Frøyabanken;33;112.05
2-1009389-22;24.06.2024;2023124495;POK;Sei;08;Eigersundbanken;51;97.2
2-1009389-23;24.06.2024;2023124495;POK;Sei;08;Eigersundbanken;51;36.0
2-1009389-24;24.06.2024;2023124495;POK;Sei;08;Eigersundbanken;51;67.2
2-1009389-25;24.06.2024;2023124495;POK;Sei;08;Eigersundbanken;51;423.6
2-1009389-26;24.06.2024;2023124495;POK;Sei;08;Eigersundbanken;51;319.2
2-1009389-27;24.06.2024;2023124495;POK;Sei;08;Eigersundbanken;51;216.0
2-1009389-28;24.06.2024;2023124495;POK;Sei;08;Eigersundbanken;51;900.0
2-4042578-3;24.06.2024;1999008413;POK;Sei;08;Eigersundbanken;61;7.2
2-413726-4;25.06.2024;1998001095;POK;Sei;08;Eigersundbanken;55;0.0
7-7000011727037-3;01.07.2024;1978002308;COD;Torsk;03;Øst-Finnmark;33;105.0
7-7000011727039-5;01.07.2024;1992003683;COD;Torsk;03;Øst-Finnmark;30;1539.7
7-7000011727039-6;01.07.2024;1992003683;COD;Torsk;03;Øst-Finnmark;30;580.2
7-7000011727039-7;01.07.2024;1992003683;COD;Torsk;03;Øst-Finnmark;30;111.6
7-7000011727046-8;01.07.2024;2014067533;COD;Torsk;03;Øst-Finnmark;30;79.7
7-7000011727046-9;01.07.2024;2014067533;COD;Torsk;03;Øst-Finnmark;30;35.8
7-7000011727050-1;01.07.2024;1996009415;COD;Torsk;03;Øst-Finnmark;32;1039.0
7-7000011727051-6;01.07.2024;2018103793;COD;Torsk;03;Øst-Finnmark;22;575.2
7-7000011727071-1;01.07.2024;;COD;Torsk;03;Øst-Finnmark;33;36.0
7-7000011727034-11;01.07.2024;1995004275;COD;Torsk;04;Vest-Finnmark;22;286.5
7-7000011727034-12;01.07.2024;1995004275;COD;Torsk;04;Vest-Finnmark;22;43.5
7-7000011727035-2;01.07.2024;2015071413;COD;Torsk;04;Vest-Finnmark;33;9.0
7-7000011727041-1;01.07.2024;;COD;Torsk;04;Vest-Finnmark;33;7.5
7-7000011727069-1;01.07.2024;2015070833;COD;Torsk;04;Vest-Finnmark;33;35.0
7-7000011727078-1;01.07.2024;2023124458;COD;Torsk;04;Vest-Finnmark;22;20.0
7-7000011727078-2;01.07.2024;2023124458;COD;Torsk;04;Vest-Finnmark;22;28.0
7-7000011727078-3;01.07.2024;2023124458;COD;Torsk;04;Vest-Finnmark;22;2.0
7-7000011727113-1;01.07.2024;2019111033;COD;Torsk;04;Vest-Finnmark;33;286.5
7-7000011727027-8;01.07.2024;1989005576;COD;Torsk;05;Røstbanken til Malangsgrunnen;32;45.0
7-7000011727033-2;01.07.2024;1987005370;COD;Torsk;05;Røstbanken til Malangsgrunnen;61;93.0
7-7000011727042-3;01.07.2024;1984006926;COD;Torsk;05;Røstbanken til Malangsgrunnen;33;3.75
7-7000011727043-2;01.07.2024;;COD;Torsk;05;Røstbanken til Malangsgrunnen;33;3.0
7-7000011727093-8;01.07.2024;1984004935;COD;Torsk;05;Røstbanken til Malangsgrunnen;32;18.0
7-7000011727093-9;01.07.2024;1984004935;COD;Torsk;05;Røstbanken til Malangsgrunnen;32;21.0
7-7000011727120-6;01.07.2024;1997005164;COD;Torsk;05;Røstbanken til Malangsgrunnen;32;14.85
7-7000011727123-7;01.07.2024;1987012189;COD;Torsk;05;Røstbanken til Malangsgrunnen;22;57.9
7-7000011727168-11;01.07.2024;1999002396;COD;Torsk;05;Røstbanken til Malangsgrunnen;32;25.0
7-7000011727032-3;01.07.2024;1995008228;COD;Torsk;06;Helgelandsbanken;22;0.0
7-7000011727040-3;01.07.2024;1995008228;COD;Torsk;06;Helgelandsbanken;22;30.0
7-7000011727250-4;01.07.2024;1995008373;COD;Torsk;06;Helgelandsbanken;22;20.65
7-7000011727279-1;01.07.2024;1994001903;COD;Torsk;06;Helgelandsbanken;22;8.25
7-7000011727334-6;01.07.2024;1998009739;COD;Torsk;06;Helgelandsbanken;22;33.04
7-7000011727338-1;01.07.2024;2018103133;COD;Torsk;06;Helgelandsbanken;33;6.75
7-7000011727343-3;01.07.2024;1983001550;COD;Torsk;06;Helgelandsbanken;22;18.9
7-7000011727348-1;01.07.2024;2016074233;COD;Torsk;06;Helgelandsbanken;33;43.5
7-700005636687-4;01.07.2024;1991009695;COD;Torsk;06;Helgelandsbanken;22;4.5
4-1129649-10;01.07.2024;1976009383;COD;Torsk;07;Storegga-Frøyabanken;22;10.5
4-3021397-3;01.07.2024;1997008777;COD;Torsk;07;Storegga-Frøyabanken;22;3.0
7-7000011727038-5;01.07.2024;2008043909;COD;Torsk;07;Storegga-Frøyabanken;22;21.0
7-7000011727048-1;01.07.2024;;COD;Torsk;07;Storegga-Frøyabanken;33;2.55
7-7000011727256-9;01.07.2024;1999000794;COD;Torsk;07;Storegga-Frøyabanken;22;3.0
7-7000011727272-2;01.07.2024;1993009303;COD;Torsk;07;Storegga-Frøyabanken;22;9.0
7-7000011727278-6;01.07.2024;1983013558;COD;Torsk;07;Storegga-Frøyabanken;22;12.0
7-7000011727405-8;01.07.2024;2000013333;COD;Torsk;07;Storegga-Frøyabanken;22;15.0
6-268101-9;02.07.2024;1998012857;COD;Torsk;07;Storegga-Frøyabanken;20;84.96
4-3021388-3;01.07.2024;2000013887;COD;Torsk;08;Eigersundbanken;22;76.95
4-3021388-4;01.07.2024;2000013887;COD;Torsk;08;Eigersundbanken;22;6.3
2-3235252-3;01.07.2024;1998001095;COD;Torsk;08;Eigersundbanken;55;4.72
2-4042875-3;01.07.2024;2003026205;COD;Torsk;08;Eigersundbanken;22;5.9
2-4042891-1;01.07.2024;2003022485;COD;Torsk;08;Eigersundbanken;22;3.54
2-4042894-1;01.07.2024;1991008785;COD;Torsk;08;Eigersundbanken;61;47.2
2-4042894-2;01.07.2024;1991008785;COD;Torsk;08;Eigersundbanken;61;38.94
2-4042894-3;01.07.2024;1991008785;COD;Torsk;08;Eigersundbanken;61;15.34
2-413811-3;01.07.2024;1998001095;COD;Torsk;08;Eigersundbanken;55;0.0
7-7000011727039-2;01.07.2024;1992003683;HAD;Hyse;03;Øst-Finnmark;30;5.0
7-7000011727039-3;01.07.2024;1992003683;HAD;Hyse;03;Øst-Finnmark;30;7.5
7-7000011727046-2;01.07.2024;2014067533;HAD;Hyse;03;Øst-Finnmark;30;36.0
7-7000011727046-3;01.07.2024;2014067533;HAD;Hyse;03;Øst-Finnmark;30;54.0
7-7000011727050-2;01.07.2024;1996009415;HAD;Hyse;03;Øst-Finnmark;32;3.42
7-7000011727051-2;01.07.2024;2018103793;HAD;Hyse;03;Øst-Finnmark;22;52.0
7-7000011727053-1;01.07.2024;2013061255;HAD;Hyse;03;Øst-Finnmark;32;171.0
7-7000011727053-2;01.07.2024;2013061255;HAD;Hyse;03;Øst-Finnmark;32;1816.02
7-7000011727185-2;01.07.2024;;HAD;Hyse;03;Øst-Finnmark;33;1.5
7-7000011727034-2;01.07.2024;1995004275;HAD;Hyse;04;Vest-Finnmark;22;102.03
7-7000011727041-2;01.07.2024;;HAD;Hyse;04;Vest-Finnmark;33;21.0
7-7000011727078-6;01.07.2024;2023124458;HAD;Hyse;04;Vest-Finnmark;22;18.0
7-7000011727149-3;01.07.2024;2012057228;HAD;Hyse;04;Vest-Finnmark;33;3.0
7-7000011727172-2;01.07.2024;2019108473;HAD;Hyse;04;Vest-Finnmark;22;74.0
7-7000011727183-2;01.07.2024;1990012523;HAD;Hyse;04;Vest-Finnmark;22;22.0
7-7000011727304-1;01.07.2024;1995010921;HAD;Hyse;04;Vest-Finnmark;33;5.6
7-7000011727305-1;01.07.2024;1995010921;HAD;Hyse;04;Vest-Finnmark;33;5.6
7-7000011727307-1;01.07.2024;1995010921;HAD;Hyse;04;Vest-Finnmark;33;5.6
7-7000011727027-3;01.07.2024;1989005576;HAD;Hyse;05;Røstbanken til Malangsgrunnen;32;7.0
7-7000011727028-2;01.07.2024;2014064717;HAD;Hyse;05;Røstbanken til Malangsgrunnen;33;1.4
7-7000011727033-3;01.07.2024;1987005370;HAD;Hyse;05;Røstbanken til Malangsgrunnen;61;1166.22
7-7000011727042-2;01.07.2024;1984006926;HAD;Hyse;05;Røstbanken til Malangsgrunnen;33;3.5
7-7000011727068-1;01.07.2024;;HAD;Hyse;05;Røstbanken til Malangsgrunnen;33;2.28
7-7000011727093-3;01.07.2024;1984004935;HAD;Hyse;05;Røstbanken til Malangsgrunnen;32;2.28
7-7000011727120-2;01.07.2024;1997005164;HAD;Hyse;05;Røstbanken til Malangsgrunnen;32;899.9
7-7000011727123-3;01.07.2024;1987012189;HAD;Hyse;05;Røstbanken til Malangsgrunnen;22;46.85
7-7000011727126-1;01.07.2024;2018101393;HAD;Hyse;05;Røstbanken til Malangsgrunnen;22;18.01
7-7000011727252-2;01.07.2024;1998008880;HAD;Hyse;06;Helgelandsbanken;22;217.74
7-7000011727343-1;01.07.2024;1983001550;HAD;Hyse;06;Helgelandsbanken;22;34.16
7-700005636687-1;01.07.2024;1991009695;HAD;Hyse;06;Helgelandsbanken;22;26.22
7-7000011727385-2;02.07.2024;;HAD;Hyse;06;Helgelandsbanken;33;9.8
7-7000011727537-3;02.07.2024;1984010334;HAD;Hyse;06;Helgelandsbanken;22;25.08
7-7000011727558-3;02.07.2024;1995000612;HAD;Hyse;06;Helgelandsbanken;32;220.02
7-7000011727558-4;02.07.2024;1995000612;HAD;Hyse;06;Helgelandsbanken;32;18.24
7-7000011727593-2;02.07.2024;1998008880;HAD;Hyse;06;Helgelandsbanken;22;218.88
7-7000011727660-6;02.07.2024;1995005548;HAD;Hyse;06;Helgelandsbanken;22;6.84
4-1129649-11;01.07.2024;1976009383;HAD;Hyse;07;Storegga-Frøyabanken;22;9.12
7-7000011727025-1;01.07.2024;1958004699;HAD;Hyse;07;Storegga-Frøyabanken;22;3.42
7-7000011727038-10;01.07.2024;2008043909;HAD;Hyse;07;Storegga-Frøyabanken;22;1.14
7-7000011727256-2;01.07.2024;1999000794;HAD;Hyse;07;Storegga-Frøyabanken;22;2.28
7-7000011727405-3;01.07.2024;2000013333;HAD;Hyse;07;Storegga-Frøyabanken;22;100.32
4-7003236-11;01.07.2024;1976009383;HAD;Hyse;07;Storegga-Frøyabanken;22;0.0
6-268109-4;02.07.2024;2008044168;HAD;Hyse;07;Storegga-Frøyabanken;20;75.24
6-268110-2;02.07.2024;1971003988;HAD;Hyse;07;Storegga-Frøyabanken;20;221.16
6-268117-12;02.07.2024;2008045528;HAD;Hyse;07;Storegga-Frøyabanken;20;3.42
2-4042894-7;01.07.2024;1991008785;HAD;Hyse;08;Eigersundbanken;61;45.6
2-4042894-8;01.07.2024;1991008785;HAD;Hyse;08;Eigersundbanken;61;18.24
2-4042895-4;01.07.2024;2008040708;HAD;Hyse;08;Eigersundbanken;22;3.42
2-4042964-7;01.07.2024;1992004299;HAD;Hyse;08;Eigersundbanken;55;9.12
2-4043037-6;01.07.2024;2024125200;HAD;Hyse;08;Eigersundbanken;51;2.28
2-4043037-7;01.07.2024;2024125200;HAD;Hyse;08;Eigersundbanken;51;67.26
8-1601968-6;02.07.2024;2019111153;HAD;Hyse;08;Eigersundbanken;53;670.0
8-1601980-3;02.07.2024;2023124074;HAD;Hyse;08;Eigersundbanken;53;473.0
2-413835-6;02.07.2024;2017096693;HAD;Hyse;08;Eigersundbanken;55;0.0
7-7000011727037-2;01.07.2024;1978002308;POK;Sei;03;Øst-Finnmark;33;379.0
7-7000011727039-4;01.07.2024;1992003683;POK;Sei;03;Øst-Finnmark;30;6.5
7-7000011727046-6;01.07.2024;2014067533;POK;Sei;03;Øst-Finnmark;30;29.8
7-7000011727046-7;01.07.2024;2014067533;POK;Sei;03;Øst-Finnmark;30;29.8
7-7000011727051-5;01.07.2024;2018103793;POK;Sei;03;Øst-Finnmark;22;1623.6
7-7000011727053-9;01.07.2024;2013061255;POK;Sei;03;Øst-Finnmark;32;5.0
7-7000011727062-3;01.07.2024;1992001552;POK;Sei;03;Øst-Finnmark;22;2.4
7-7000011727065-1;01.07.2024;2008044928;POK;Sei;03;Øst-Finnmark;22;1309.0
7-7000011727103-1;01.07.2024;;POK;Sei;03;Øst-Finnmark;33;74.0
7-7000011727034-6;01.07.2024;1995004275;POK;Sei;04;Vest-Finnmark;22;54.0
7-7000011727034-7;01.07.2024;1995004275;POK;Sei;04;Vest-Finnmark;22;364.5
7-7000011727035-1;01.07.2024;2015071413;POK;Sei;04;Vest-Finnmark;33;159.3
7-7000011727069-2;01.07.2024;2015070833;POK;Sei;04;Vest-Finnmark;33;2127.0
7-7000011727078-4;01.07.2024;2023124458;POK;Sei;04;Vest-Finnmark;22;40.0
7-7000011727078-5;01.07.2024;2023124458;POK;Sei;04;Vest-Finnmark;22;4.0
7-7000011727081-2;01.07.2024;;POK;Sei;04;Vest-Finnmark;33;21.6
7-7000011727149-4;01.07.2024;2012057228;POK;Sei;04;Vest-Finnmark;33;892.35
7-7000011727149-5;01.07.2024;2012057228;POK;Sei;04;Vest-Finnmark;33;594.0
8-1601931-2;01.07.2024;2001015869;POK;Sei;05;Røstbanken til Malangsgrunnen;11;442.0
8-1601932-2;01.07.2024;1999003840;POK;Sei;05;Røstbanken til Malangsgrunnen;11;221.0
7-7000011727027-7;01.07.2024;1989005576;POK;Sei;05;Røstbanken til Malangsgrunnen;32;4.05
